timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1421321215,0,MCTSAgent,2015/01/15 12:26:55,aliens,0,1,82,591,MCTSAgent,true,7,1.0
1421321215,1,MCTSAgent,2015/01/15 12:26:55,aliens,1,1,71,454,MCTSAgent,true,7,1.0
1421321215,2,MCTSAgent,2015/01/15 12:26:55,aliens,2,1,78,536,MCTSAgent,true,7,1.0
1421321215,3,MCTSAgent,2015/01/15 12:26:55,aliens,3,1,40,541,MCTSAgent,true,7,1.0
1421321215,4,MCTSAgent,2015/01/15 12:26:55,aliens,4,1,69,558,MCTSAgent,true,7,1.0
1421321215,5,MCTSAgent,2015/01/15 12:26:55,boulderdash,0,0,23,2000,MCTSAgent,true,7,1.0
1421321215,6,MCTSAgent,2015/01/15 12:26:55,boulderdash,1,1,22,134,MCTSAgent,true,7,1.0
1421321215,7,MCTSAgent,2015/01/15 12:26:55,boulderdash,2,0,49,927,MCTSAgent,true,7,1.0
1421321215,8,MCTSAgent,2015/01/15 12:26:55,boulderdash,3,1,18,1126,MCTSAgent,true,7,1.0
1421321215,9,MCTSAgent,2015/01/15 12:26:55,boulderdash,4,1,18,153,MCTSAgent,true,7,1.0
1421321215,10,MCTSAgent,2015/01/15 12:26:55,butterflies,0,1,60,329,MCTSAgent,true,7,1.0
1421321215,11,MCTSAgent,2015/01/15 12:26:55,butterflies,1,1,26,81,MCTSAgent,true,7,1.0
1421321215,12,MCTSAgent,2015/01/15 12:26:55,butterflies,2,1,48,422,MCTSAgent,true,7,1.0
1421321215,13,MCTSAgent,2015/01/15 12:26:55,butterflies,3,1,22,180,MCTSAgent,true,7,1.0
1421321215,14,MCTSAgent,2015/01/15 12:26:55,butterflies,4,1,14,85,MCTSAgent,true,7,1.0
1421321215,15,MCTSAgent,2015/01/15 12:26:55,chase,0,0,6,2000,MCTSAgent,true,7,1.0
1421321215,16,MCTSAgent,2015/01/15 12:26:55,chase,1,0,6,2000,MCTSAgent,true,7,1.0
1421321215,17,MCTSAgent,2015/01/15 12:26:55,chase,2,1,15,923,MCTSAgent,true,7,1.0
1421321215,18,MCTSAgent,2015/01/15 12:26:55,chase,3,1,8,516,MCTSAgent,true,7,1.0
1421321215,19,MCTSAgent,2015/01/15 12:26:55,chase,4,1,11,1293,MCTSAgent,true,7,1.0
1421321215,20,MCTSAgent,2015/01/15 12:26:55,frogs,0,0,-2,241,MCTSAgent,true,7,1.0
1421321215,21,MCTSAgent,2015/01/15 12:26:55,frogs,1,0,-2,1018,MCTSAgent,true,7,1.0
1421321215,22,MCTSAgent,2015/01/15 12:26:55,frogs,2,0,0,2000,MCTSAgent,true,7,1.0
1421321215,23,MCTSAgent,2015/01/15 12:26:55,frogs,3,0,-2,315,MCTSAgent,true,7,1.0
1421321215,24,MCTSAgent,2015/01/15 12:26:55,frogs,4,1,1,796,MCTSAgent,true,7,1.0
1421321215,25,MCTSAgent,2015/01/15 12:26:55,missilecommand,0,1,5,110,MCTSAgent,true,7,1.0
1421321215,26,MCTSAgent,2015/01/15 12:26:55,missilecommand,1,1,16,43,MCTSAgent,true,7,1.0
