timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1421475563,0,EvolutionaryAgent,2015/01/17 07:19:23,aliens,0,1,76,804,EvolutionaryAgent,2,6,14,5,false,4
1421475563,1,EvolutionaryAgent,2015/01/17 07:19:23,aliens,1,1,72,715,EvolutionaryAgent,2,6,14,5,false,4
1421475563,2,EvolutionaryAgent,2015/01/17 07:19:23,aliens,2,1,67,637,EvolutionaryAgent,2,6,14,5,false,4
1421475563,3,EvolutionaryAgent,2015/01/17 07:19:23,aliens,3,1,40,763,EvolutionaryAgent,2,6,14,5,false,4
1421475563,4,EvolutionaryAgent,2015/01/17 07:19:23,aliens,4,1,66,639,EvolutionaryAgent,2,6,14,5,false,4
1421475563,5,EvolutionaryAgent,2015/01/17 07:19:23,boulderdash,0,1,22,1711,EvolutionaryAgent,2,6,14,5,false,4
1421475563,6,EvolutionaryAgent,2015/01/17 07:19:23,boulderdash,1,0,5,38,EvolutionaryAgent,2,6,14,5,false,4
1421475563,7,EvolutionaryAgent,2015/01/17 07:19:23,boulderdash,2,0,15,100,EvolutionaryAgent,2,6,14,5,false,4
1421475563,8,EvolutionaryAgent,2015/01/17 07:19:23,boulderdash,3,0,7,266,EvolutionaryAgent,2,6,14,5,false,4
1421475563,9,EvolutionaryAgent,2015/01/17 07:19:23,boulderdash,4,0,11,98,EvolutionaryAgent,2,6,14,5,false,4
1421475563,10,EvolutionaryAgent,2015/01/17 07:19:23,butterflies,0,1,68,496,EvolutionaryAgent,2,6,14,5,false,4
1421475563,11,EvolutionaryAgent,2015/01/17 07:19:23,butterflies,1,1,30,230,EvolutionaryAgent,2,6,14,5,false,4
1421475563,12,EvolutionaryAgent,2015/01/17 07:19:23,butterflies,2,1,38,109,EvolutionaryAgent,2,6,14,5,false,4
1421475563,13,EvolutionaryAgent,2015/01/17 07:19:23,butterflies,3,1,24,94,EvolutionaryAgent,2,6,14,5,false,4
1421475563,14,EvolutionaryAgent,2015/01/17 07:19:23,butterflies,4,1,14,291,EvolutionaryAgent,2,6,14,5,false,4
1421475563,15,EvolutionaryAgent,2015/01/17 07:19:23,chase,0,1,7,1749,EvolutionaryAgent,2,6,14,5,false,4
1421475563,16,EvolutionaryAgent,2015/01/17 07:19:23,chase,1,1,8,1048,EvolutionaryAgent,2,6,14,5,false,4
1421475563,17,EvolutionaryAgent,2015/01/17 07:19:23,chase,2,0,4,2000,EvolutionaryAgent,2,6,14,5,false,4
1421475563,18,EvolutionaryAgent,2015/01/17 07:19:23,chase,3,1,8,931,EvolutionaryAgent,2,6,14,5,false,4
1421475563,19,EvolutionaryAgent,2015/01/17 07:19:23,chase,4,1,12,1777,EvolutionaryAgent,2,6,14,5,false,4
1421475563,20,EvolutionaryAgent,2015/01/17 07:19:23,frogs,0,1,1,911,EvolutionaryAgent,2,6,14,5,false,4
1421475563,21,EvolutionaryAgent,2015/01/17 07:19:23,frogs,1,0,-2,1075,EvolutionaryAgent,2,6,14,5,false,4
