timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1419528344,0,MCTSHeuristicAgent,2014/12/25 18:25:44,aliens,0,1,81,484,MCTSHeuristicAgent,true,10,0.9,null
1419528344,1,MCTSHeuristicAgent,2014/12/25 18:25:44,aliens,1,1,77,496,MCTSHeuristicAgent,true,10,0.9,null
1419528344,2,MCTSHeuristicAgent,2014/12/25 18:25:44,aliens,2,1,75,428,MCTSHeuristicAgent,true,10,0.9,null
1419528344,3,MCTSHeuristicAgent,2014/12/25 18:25:44,aliens,3,1,40,418,MCTSHeuristicAgent,true,10,0.9,null
1419528344,4,MCTSHeuristicAgent,2014/12/25 18:25:44,aliens,4,1,69,443,MCTSHeuristicAgent,true,10,0.9,null
1419528344,5,MCTSHeuristicAgent,2014/12/25 18:25:44,boulderdash,0,0,4,2000,MCTSHeuristicAgent,true,10,0.9,null
1419528344,6,MCTSHeuristicAgent,2014/12/25 18:25:44,boulderdash,1,0,34,470,MCTSHeuristicAgent,true,10,0.9,null
1419528344,7,MCTSHeuristicAgent,2014/12/25 18:25:44,boulderdash,2,0,23,202,MCTSHeuristicAgent,true,10,0.9,null
1419528344,8,MCTSHeuristicAgent,2014/12/25 18:25:44,boulderdash,3,1,18,1132,MCTSHeuristicAgent,true,10,0.9,null
1419528344,9,MCTSHeuristicAgent,2014/12/25 18:25:44,boulderdash,4,0,11,48,MCTSHeuristicAgent,true,10,0.9,null
1419528344,10,MCTSHeuristicAgent,2014/12/25 18:25:44,butterflies,0,1,42,272,MCTSHeuristicAgent,true,10,0.9,null
1419528344,11,MCTSHeuristicAgent,2014/12/25 18:25:44,butterflies,1,1,30,94,MCTSHeuristicAgent,true,10,0.9,null
1419528344,12,MCTSHeuristicAgent,2014/12/25 18:25:44,butterflies,2,1,58,142,MCTSHeuristicAgent,true,10,0.9,null
1419528344,13,MCTSHeuristicAgent,2014/12/25 18:25:44,butterflies,3,1,22,41,MCTSHeuristicAgent,true,10,0.9,null
