timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1419772956,0,MCTSHeuristicAgent,2014/12/28 14:22:36,aliens,0,1,78,560,MCTSHeuristicAgent,true,10,2.0,null
1419772956,1,MCTSHeuristicAgent,2014/12/28 14:22:36,aliens,1,1,67,538,MCTSHeuristicAgent,true,10,2.0,null
1419772956,2,MCTSHeuristicAgent,2014/12/28 14:22:36,aliens,2,1,70,605,MCTSHeuristicAgent,true,10,2.0,null
1419772956,3,MCTSHeuristicAgent,2014/12/28 14:22:36,aliens,3,1,40,478,MCTSHeuristicAgent,true,10,2.0,null
1419772956,4,MCTSHeuristicAgent,2014/12/28 14:22:36,aliens,4,1,67,626,MCTSHeuristicAgent,true,10,2.0,null
1419772956,5,MCTSHeuristicAgent,2014/12/28 14:22:36,boulderdash,0,0,4,2000,MCTSHeuristicAgent,true,10,2.0,null
1419772956,6,MCTSHeuristicAgent,2014/12/28 14:22:36,boulderdash,1,0,41,425,MCTSHeuristicAgent,true,10,2.0,null
1419772956,7,MCTSHeuristicAgent,2014/12/28 14:22:36,boulderdash,2,1,20,338,MCTSHeuristicAgent,true,10,2.0,null
1419772956,8,MCTSHeuristicAgent,2014/12/28 14:22:36,boulderdash,3,0,11,1500,MCTSHeuristicAgent,true,10,2.0,null
1419772956,9,MCTSHeuristicAgent,2014/12/28 14:22:36,boulderdash,4,0,19,130,MCTSHeuristicAgent,true,10,2.0,null
1419772956,10,MCTSHeuristicAgent,2014/12/28 14:22:36,butterflies,0,1,16,302,MCTSHeuristicAgent,true,10,2.0,null
1419772956,11,MCTSHeuristicAgent,2014/12/28 14:22:36,butterflies,1,1,28,227,MCTSHeuristicAgent,true,10,2.0,null
1419772956,12,MCTSHeuristicAgent,2014/12/28 14:22:36,butterflies,2,1,50,151,MCTSHeuristicAgent,true,10,2.0,null
1419772956,13,MCTSHeuristicAgent,2014/12/28 14:22:36,butterflies,3,1,20,105,MCTSHeuristicAgent,true,10,2.0,null
1419772956,14,MCTSHeuristicAgent,2014/12/28 14:22:36,butterflies,4,1,14,72,MCTSHeuristicAgent,true,10,2.0,null
1419772956,15,MCTSHeuristicAgent,2014/12/28 14:22:36,chase,0,1,7,139,MCTSHeuristicAgent,true,10,2.0,null
1419772956,16,MCTSHeuristicAgent,2014/12/28 14:22:36,chase,1,1,7,137,MCTSHeuristicAgent,true,10,2.0,null
1419772956,17,MCTSHeuristicAgent,2014/12/28 14:22:36,chase,2,0,14,2000,MCTSHeuristicAgent,true,10,2.0,null
