timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1421549688,0,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,aliens,0,1,72,557,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,1,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,aliens,1,1,76,610,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,2,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,aliens,2,1,67,696,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,3,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,aliens,3,1,40,518,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,4,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,aliens,4,1,63,600,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,5,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,boulderdash,0,0,3,77,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,6,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,boulderdash,1,0,7,34,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,7,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,boulderdash,2,0,11,315,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,8,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,boulderdash,3,0,-1,74,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,9,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,boulderdash,4,1,18,387,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,10,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,butterflies,0,1,62,410,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,11,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,butterflies,1,1,32,155,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,12,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,butterflies,2,1,50,193,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,13,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,butterflies,3,1,22,63,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,14,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,butterflies,4,1,14,79,EvolutionaryHeuristicAgent,5,6,14,5,true,2
1421549688,15,EvolutionaryHeuristicAgent,2015/01/18 03:54:48,chase,0,1,7,222,EvolutionaryHeuristicAgent,5,6,14,5,true,2
