timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1421600741,0,HeuristicAgent,2015/01/18 18:05:41,aliens,0,1,78,701,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,1,HeuristicAgent,2015/01/18 18:05:41,aliens,1,0,51,384,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,2,HeuristicAgent,2015/01/18 18:05:41,aliens,2,1,79,812,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,3,HeuristicAgent,2015/01/18 18:05:41,aliens,3,1,40,837,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,4,HeuristicAgent,2015/01/18 18:05:41,aliens,4,1,61,793,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,5,HeuristicAgent,2015/01/18 18:05:41,boulderdash,0,0,3,65,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,6,HeuristicAgent,2015/01/18 18:05:41,boulderdash,1,0,19,235,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,7,HeuristicAgent,2015/01/18 18:05:41,boulderdash,2,0,7,240,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,8,HeuristicAgent,2015/01/18 18:05:41,boulderdash,3,1,19,918,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,9,HeuristicAgent,2015/01/18 18:05:41,boulderdash,4,0,15,88,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,10,HeuristicAgent,2015/01/18 18:05:41,butterflies,0,1,12,48,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,11,HeuristicAgent,2015/01/18 18:05:41,butterflies,1,1,26,78,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,12,HeuristicAgent,2015/01/18 18:05:41,butterflies,2,1,44,53,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,13,HeuristicAgent,2015/01/18 18:05:41,butterflies,3,1,22,39,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,14,HeuristicAgent,2015/01/18 18:05:41,butterflies,4,1,14,30,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,15,HeuristicAgent,2015/01/18 18:05:41,chase,0,1,7,74,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,16,HeuristicAgent,2015/01/18 18:05:41,chase,1,1,8,69,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,17,HeuristicAgent,2015/01/18 18:05:41,chase,2,1,15,103,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,18,HeuristicAgent,2015/01/18 18:05:41,chase,3,1,8,59,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,19,HeuristicAgent,2015/01/18 18:05:41,chase,4,1,12,58,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,20,HeuristicAgent,2015/01/18 18:05:41,frogs,0,1,1,103,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,21,HeuristicAgent,2015/01/18 18:05:41,frogs,1,1,1,117,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,22,HeuristicAgent,2015/01/18 18:05:41,frogs,2,1,1,106,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,23,HeuristicAgent,2015/01/18 18:05:41,frogs,3,1,1,65,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,24,HeuristicAgent,2015/01/18 18:05:41,frogs,4,1,1,175,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,25,HeuristicAgent,2015/01/18 18:05:41,missilecommand,0,1,8,27,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,26,HeuristicAgent,2015/01/18 18:05:41,missilecommand,1,1,16,35,HeuristicAgent,20,DistanceHeuristic,null,null
1421600741,27,HeuristicAgent,2015/01/18 18:05:41,missilecommand,2,1,8,55,HeuristicAgent,20,DistanceHeuristic,null,null
