timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1421079277,0,HeuristicAgent,2015/01/12 17:14:37,aliens,0,1,72,810,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,1,HeuristicAgent,2015/01/12 17:14:37,aliens,1,1,74,813,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,2,HeuristicAgent,2015/01/12 17:14:37,aliens,2,1,74,808,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,3,HeuristicAgent,2015/01/12 17:14:37,aliens,3,1,40,829,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,4,HeuristicAgent,2015/01/12 17:14:37,aliens,4,1,63,791,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,5,HeuristicAgent,2015/01/12 17:14:37,boulderdash,0,0,3,120,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,6,HeuristicAgent,2015/01/12 17:14:37,boulderdash,1,0,5,326,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,7,HeuristicAgent,2015/01/12 17:14:37,boulderdash,2,0,17,784,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,8,HeuristicAgent,2015/01/12 17:14:37,boulderdash,3,0,-1,68,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,9,HeuristicAgent,2015/01/12 17:14:37,boulderdash,4,0,9,510,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,10,HeuristicAgent,2015/01/12 17:14:37,butterflies,0,1,16,54,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,11,HeuristicAgent,2015/01/12 17:14:37,butterflies,1,1,30,79,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,12,HeuristicAgent,2015/01/12 17:14:37,butterflies,2,1,40,81,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,13,HeuristicAgent,2015/01/12 17:14:37,butterflies,3,1,24,58,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,14,HeuristicAgent,2015/01/12 17:14:37,butterflies,4,1,14,30,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,15,HeuristicAgent,2015/01/12 17:14:37,chase,0,1,7,82,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,16,HeuristicAgent,2015/01/12 17:14:37,chase,1,1,8,80,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,17,HeuristicAgent,2015/01/12 17:14:37,chase,2,1,15,120,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,18,HeuristicAgent,2015/01/12 17:14:37,chase,3,1,8,60,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,19,HeuristicAgent,2015/01/12 17:14:37,chase,4,1,12,45,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
1421079277,20,HeuristicAgent,2015/01/12 17:14:37,frogs,0,1,1,64,HeuristicAgent,20,DistanceHeuristic,SafetyGridSearch,1
