timestamp,id,agent,execTime,game,level,win,score,timesteps,parameters
1419219358,0,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,aliens,0,1,84,779,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,1,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,aliens,1,1,68,547,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,2,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,aliens,2,1,64,439,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,3,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,aliens,3,1,40,478,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,4,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,aliens,4,1,67,615,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,5,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,boulderdash,0,1,22,1131,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,6,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,boulderdash,1,0,5,50,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,7,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,boulderdash,2,1,46,911,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,8,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,boulderdash,3,0,12,2000,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,9,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,boulderdash,4,0,14,2000,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,10,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,butterflies,0,1,38,442,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,11,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,butterflies,1,1,30,114,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,12,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,butterflies,2,1,36,138,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,13,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,butterflies,3,1,22,90,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,14,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,butterflies,4,1,14,55,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,15,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,chase,0,1,7,774,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,16,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,chase,1,0,6,2000,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,17,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,chase,2,1,14,1809,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,18,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,chase,3,1,8,1363,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,19,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,chase,4,1,12,1608,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,20,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,frogs,0,1,1,177,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,21,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,frogs,1,0,-2,410,EvolutionaryHeuristicAgent,5,6,14,7,false,4
1419219358,22,EvolutionaryHeuristicAgent,2014/12/22 04:35:58,frogs,2,1,1,228,EvolutionaryHeuristicAgent,5,6,14,7,false,4
